uid,query_id,predicted_answer,concept,common_sense,caption,model,model_full_response,error
0127,B,negative,spoon full food,0,A spoon full of food.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict vibrant, fresh berries (strawberries, blueberries, raspberries) arranged in an aesthetically pleasing manner, often with a focus on color and texture. The negative examples contain images with ingredients that don't fit this aesthetic – primarily items like coffee, metal, and abstract shapes. The query image, featuring a coffee cup, does not contain the key visual element of fresh berries.",
0128,A,negative,t-shirt colorful patterns,0,A t-shirt with colorful patterns.,gemma3:latest,"Category: negative
Common concept: All images except the bottom one are images of cats.",
0128,B,negative,t-shirt colorful patterns,0,A t-shirt with colorful patterns.,gemma3:latest,"Category: negative
Common concept: The query image depicts a white shirt with a blue collar and sleeves. The positive examples all show shirts with a distinct, colored pattern (red, blue, green, yellow, orange, purple), while the negative examples show shirts with plain white backgrounds.",
0640,A,negative,person holding fish river,0,These people are holding fish in the river.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a fish (specifically a goldfish) with a single bubble trailing behind it. The query image shows a fish without any bubbles.",
0640,B,negative,person holding fish river,0,These people are holding fish in the river.,gemma3:latest,"Category: negative
Common concept: The common concept is a single, isolated object (a goldfish) in a relatively empty space.  The negative examples all have multiple goldfish, or the goldfish are interacting with other objects (e.g., a plant, a bubble, a different fish). The query image also has multiple goldfish and they are in a complex scene.",
0643,A,negative,japanese comic books,6,A set of Japanese comic books.,gemma3:latest,"Category: negative
Common concept: The images in the top row all feature a single, dominant color (red, blue, green, yellow, orange, purple) that fills most of the frame, creating a bold and impactful visual. The query image, on the other hand, has a complex and layered composition with multiple colors and subjects, lacking the simplicity and focus of the examples.",
0643,B,positive,japanese comic books,6,A set of Japanese comic books.,gemma3:latest,"Category: positive
Common concept: The images in the top row all depict scenes of children playing outdoors – specifically, children engaging in outdoor activities like playing in a sandbox, riding a bicycle, and splashing in a puddle. This establishes a theme of childhood joy and outdoor recreation.",
0133,A,negative,white smoke black background,3,White smoke against black background.,gemma3:latest,"Category: Negative
Common concept: The negative examples all depict images with strong, clear, and defined edges, often exhibiting geometric shapes or sharp lines. They lack the ambiguous, blurred, or fragmented visual qualities found in the positive examples. The query image shares this characteristic of a clear, well-defined shape, specifically a circular form.",
0133,B,negative,white smoke black background,3,White smoke against black background.,gemma3:latest,"Category: Negative
Common concept: The negative examples all depict a grayscale image with prominent, sharp, geometric shapes—specifically, squares and rectangles—that are heavily shadowed and have a strong sense of depth. They appear to represent architectural or structural elements, possibly buildings or parts of buildings. The query image lacks these characteristics; it’s a solid, uniform gray with no discernible shapes or shading.",
0645,A,negative,apples hanging branches tree,0,Apples hanging on the branches of a tree.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a single apple floating on water, while the negative examples show apples in various other contexts (on a table, in a basket, etc.). The query image also shows an apple on a table, therefore it does not share the same concept.",
0645,B,negative,apples hanging branches tree,0,Apples hanging on the branches of a tree.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a person holding a cup of coffee or tea, while the negative examples show people holding other beverages or doing unrelated activities.",
0649,A,negative,chocolate chip cookies,2,Chocolate chip cookies.,gemma3:latest,"Category: negative
Common concept: The negative examples all have blurry or distorted images, while the positive examples are sharp and clear. The query image also shares this blurry quality, suggesting it is a poorly processed or low-quality image.",
0649,B,negative,chocolate chip cookies,2,Chocolate chip cookies.,gemma3:latest,"Category: negative
Common concept: The positive images all showcase a clean, minimalist, and bright aesthetic – white backgrounds, simple shapes, and a focus on a single, clear element. The query image has a cluttered background with multiple overlapping shapes and a complex pattern, violating this aesthetic.",
0143,A,negative,small animals can fly,4,Small animals that can fly.,gemma3:latest,"Category: negative
Common concept: The common concept is “blue” – specifically, the presence of a blue object (the butterfly) in the image. Negative examples lack this blue element, while the positive examples have it.",
0143,B,negative,small animals can fly,4,Small animals that can fly.,gemma3:latest,"Category: negative
Common concept: The common concept is the presence of a clear, blue, circular shape (the eye) within a black background. The positive examples all have this, while the negative examples lack it. The query image also lacks this feature.",
0144,A,negative,interlocking necklaces,9,Interlocking necklaces.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a person holding a bright light source (sun, lamp, etc.) pointing upwards, while the negative examples either lack this light source or have the light source directed downwards or in a different direction. The query image also lacks the light source directed upwards.",
0144,B,negative,interlocking necklaces,9,Interlocking necklaces.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a single, solid color circle (typically blue or turquoise) with a distinct shape (often a dot or star) inside. The query image shows a translucent blue circle with a simple dot inside, lacking the solid color and distinct shape of the positive examples.",
0655,A,negative,iron arch bridge,3,An iron arch bridge.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a bridge prominently spanning a river or waterway. The negative examples lack this key element. The query image also lacks a bridge over any water.",
0655,B,negative,iron arch bridge,3,An iron arch bridge.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a single, tall, slender building with a prominent, vertical element extending upwards, often with a rectangular or square shape and a clear, defined edge. The negative examples deviate by having multiple buildings, different shapes, obscured views, or a lack of a strong vertical element. The query image similarly lacks a singular, dominant vertical element and features multiple buildings, making it a negative example.",
0146,A,negative,girl holding doll,1,A girl is holding a doll.,gemma3:latest,"Category: negative
Common concept: The positive images show a child looking directly at the camera with a neutral expression, while the negative images show children looking away or with a smile, indicating they are not engaging with the camera.",
0146,B,negative,girl holding doll,1,A girl is holding a doll.,gemma3:latest,"Category: negative
Common concept: The images in the top row all depict children playing with a ball, while the images in the middle row depict children engaged in other activities like drawing, reading, or looking at a tablet. The query image shows a child reading a book, which is distinct from the ball-playing activity.",
0152,A,negative,aerial view city night,0,An aerial view of the city at night.,gemma3:latest,"Category: negative
Common concept: The images in the top row depict clear, bright, and detailed scenes, likely showcasing a well-lit cityscape or a vibrant natural landscape. The images in the middle row are blurry, dark, and feature indistinct shapes, suggesting a lack of clarity or detail – consistent with a negative example. The query image also exhibits a blurry and indistinct appearance, aligning with the negative examples.",
0152,B,negative,aerial view city night,0,An aerial view of the city at night.,gemma3:latest,"Category: negative
Common concept: The negative examples all depict images with a strong, clear, and realistic representation of a city skyline at night, with well-defined buildings and street lights. The query image, however, is a blurred, dark, and indistinct scene, lacking any recognizable city elements or clear lighting. Therefore, the common concept is a *realistic night city skyline*.",
0665,A,negative,wooden wheels,3,Wooden wheels.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a simple, geometric representation of a fence or railing, often with straight lines and minimal detail. The negative examples deviate from this simple geometric style, exhibiting more complex shapes, textures, and shading, making them visually less clean and precise.",
0665,B,positive,wooden wheels,3,Wooden wheels.,gemma3:latest,"Category: positive
Common concept: Images of a single, isolated, floating object (boat) on a body of water (lake or river).",
0667,A,negative,rat trap,0,A rat in a trap.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a clear, solid, light-colored background with a distinct dark, geometric shape (often a triangle or rectangle) prominently displayed. The query image has a complex, cluttered background with no identifiable geometric shape, thus it doesn't share the common concept.",
0667,B,negative,rat trap,0,A rat in a trap.,gemma3:latest,"Category: negative
Common concept: The query image contains a single, isolated apple. The positive examples show multiple apples, and the negative examples don't have any apples at all.",
0157,A,negative,strawberry picking garden,0,Strawberry picking garden.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a dog sitting calmly and attentively, while the negative examples show dogs in various states of movement, excitement, or distraction (running, jumping, barking, etc.). The query image shows a dog running.",
0157,B,negative,strawberry picking garden,0,Strawberry picking garden.,gemma3:latest,"Category: negative
Common concept: The negative examples all depict a person holding a large, red apple, while the query image shows a person holding a small, green apple. The key difference is the color and size of the apple.",
0158,A,negative,city bridge over river night,0,City bridge over the river at night.,gemma3:latest,"Category: negative
Common concept: The images predominantly feature urban landscapes with prominent tall buildings, reflecting a cityscape. The query image also depicts a cityscape with tall buildings, aligning with this concept. However, the negative images showcase variations like beaches, mountains, and snowy landscapes, indicating a deviation from the core urban cityscape theme.",
0158,B,negative,city bridge over river night,0,City bridge over the river at night.,gemma3:latest,"Category: negative
Common concept: The image depicts a grayscale, blurred cityscape with a prominent, dark, and indistinct building silhouette. The overall tone is muted and lacks sharp details, differentiating it from the positive examples which showcase vibrant colors and defined structures.",
0159,A,positive,old wooden house countryside,3,An old wooden house in the countryside.,gemma3:latest,"Category: positive
Common concept: The images in the top row all feature a bright, spacious, and modern interior design with a focus on natural light and a minimal color palette (primarily white and blue). They have large windows and a sense of openness.",
0159,B,negative,old wooden house countryside,3,An old wooden house in the countryside.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a bright, airy, and minimalist interior space with a focus on natural light and neutral color palettes. The negative examples feature cluttered, dark, and busy interior spaces with distracting elements and a lack of natural light. The query image also falls into the category of a cluttered, dark, and busy interior space, therefore it doesn't share the common concept.",
0671,A,negative,men riding bicycle mountains,0,A man riding a bicycle in the mountains.,gemma3:latest,"Category: negative
Common concept: The images in the positive row all feature a person wearing a helmet, suggesting a focus on safety and protection. The query image shows a person without a helmet, therefore doesn’t share this concept.",
0671,B,negative,men riding bicycle mountains,0,A man riding a bicycle in the mountains.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict images of a person wearing a helmet while cycling, suggesting safety and protection. The negative examples show various scenarios – people without helmets, different modes of transportation, and unrelated activities – which lack this specific element. The query image shows a person wearing a helmet while riding a bicycle, so it aligns with the common concept.",
0673,A,positive,red tiles on roof,0,Red tiles on house roof.,gemma3:latest,"Category: positive
Common concept: A single-family house with a pitched roof, visible windows, and a porch.",
0673,B,positive,red tiles on roof,0,Red tiles on house roof.,gemma3:latest,"Category: positive
Common concept: A detached two-story detached house with a gable roof, a prominent front porch, and a symmetrical facade. Specifically, the positive examples all showcase this architectural style with a specific emphasis on the porch detail.",
0165,A,positive,lighthouse by sea,0,A lighthouse by the sea.,gemma3:latest,"Category: positive
Common concept: All images depict a serene coastal scene with a prominent lighthouse, suggesting a focus on maritime landscapes and nautical architecture.",
0165,B,positive,lighthouse by sea,0,A lighthouse by the sea.,gemma3:latest,"Category: positive
Common concept: The images predominantly feature a clear, blue sky with white clouds, creating a bright and airy aesthetic.",
0681,A,negative,abandoned small wooden huts,0,Abandoned small wooden huts.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a single, large, dark gray building with a distinct, flat roof and large windows. The negative examples show buildings with varying roof shapes, colors, and window arrangements, effectively demonstrating a lack of this specific architectural style.",
0681,B,negative,abandoned small wooden huts,0,Abandoned small wooden huts.,gemma3:latest,"Category: negative
Common concept: The negative examples all feature a predominantly dark, muted color palette with strong, defined shadows and a lack of bright, saturated colors. They evoke a sense of gloom or melancholy. The query image follows this pattern.",
0684,A,negative,elderly person using cell phone,1,Elderly person using a cell phone.,gemma3:latest,"Category: negative
Common concept: The image shows a person sitting on a bench with a smartphone in their hand. The positive examples all show people engaging in activities (e.g., walking, talking) while holding a smartphone, implying they are using it as part of an activity. The negative examples show people sitting on benches *without* smartphones, highlighting the absence of the core concept. The query image shows a person sitting on a bench, which lacks the smartphone element.",
0684,B,negative,elderly person using cell phone,1,Elderly person using a cell phone.,gemma3:latest,"Category: negative
Common concept: The images in the top row all depict people smiling or appearing happy. The bottom image shows a person looking serious and contemplative, lacking the joyful expression of the other images.",
0687,A,negative,various ditches,0,Various ditches.,gemma3:latest,"Category: negative
Common concept: The positive images depict scenes of a boat on the water, while the negative images depict various landscapes without a boat. The query image shows a scenic view of a mountain range with clouds, lacking a boat.",
0687,B,negative,various ditches,0,Various ditches.,gemma3:latest,"Category: negative
Common concept: The positive images show a scene with a clear, distinct, and prominent road or path leading into the distance. The negative examples lack this clear path or road feature, appearing more blurred, chaotic, or lacking a defined direction.",
0177,A,negative,sketch drawing,0,A sketch drawing.,gemma3:latest,"Category: negative
Common concept: The negative examples all depict scenes with a strong, direct, and focused gaze of a subject, often looking directly at the viewer. The query image lacks this direct gaze, showing a blurred, indistinct background and a figure that doesn't maintain eye contact.",
0177,B,negative,sketch drawing,0,A sketch drawing.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a stylized, simplified human face with a prominent, large, round eye. The negative examples have various distortions, missing features, or different shapes, effectively disrupting this core visual element. The query image also lacks a clear, defined eye and overall face structure, aligning with the negative examples.",
0184,A,negative,fire burning forest,0,Fire burning in the forest.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a single, prominent, stylized figure (often a person) in a dynamic pose, with blurred motion suggesting movement or action, and a dramatic, painterly style with strong color contrast. The negative examples lack this specific dynamic pose and stylistic effect, presenting more static, realistic, or abstract imagery.
",
0184,B,positive,fire burning forest,0,Fire burning in the forest.,gemma3:latest,"Category: positive
Common concept: The common concept is a red traffic light. All positive examples show a red traffic light, while the negative examples do not.",
0189,A,negative,close-up view pink tulips,0,A close-up view of pink tulips.,gemma3:latest,"Category: negative
Common concept: The positive images all contain a single, brightly colored flower (typically red or pink) in the center of the frame, with a relatively simple and uncluttered background. The negative images either lack a flower entirely, have multiple flowers, or have a complex, distracting background. The query image also contains multiple flowers and a complex background, indicating that it doesn't share the core concept of a single, prominent flower.",
0189,B,negative,close-up view pink tulips,0,A close-up view of pink tulips.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a single, clear flower in focus against a plain background, with proper lighting. The negative examples have blurry backgrounds, multiple objects in the frame, and/or the flower is not the primary subject. The query image fits the negative category as it has a cluttered background and the flower is not in focus.",
0703,A,negative,colorful plush rug floor,0,Colorful plush rug on the floor.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a geometric pattern consisting of overlapping circles of varying sizes, creating a visually complex and dynamic composition. The negative examples lack this specific pattern of overlapping circles. The query image does not share this pattern of overlapping circles, therefore it is a negative example.",
0703,B,negative,colorful plush rug floor,0,Colorful plush rug on the floor.,gemma3:latest,"Category: negative
Common concept: The positive examples all contain a strong, repeating geometric pattern, typically with interlocking shapes creating a complex, intricate design. The negative examples lack this strong, repeating geometric structure, often having simpler, less defined shapes or a more random arrangement. The query image is a simple, solid red square, lacking any repeating geometric pattern, thus it is a negative example.",
0709,A,negative,rainbow grassland,0,A colorful rainbow over the grassland.,gemma3:latest,"Category: negative
Common concept: The images in the top row all depict a brightly colored ice cream cone, specifically a strawberry ice cream cone. The middle row contains images that do not share this specific feature. The query image is a picture of a white building with a blue sky. It does not have the common feature of a brightly colored ice cream cone.",
0709,B,positive,rainbow grassland,0,A colorful rainbow over the grassland.,gemma3:latest,"Category: positive
Common concept: The common concept is ice cream, specifically a waffle cone with ice cream. The positive examples all depict ice cream in a waffle cone, while the negative examples do not.",
0713,A,negative,firefighters saving forest fires,0,Firefighters saving forest fires.,gemma3:latest,"Category: negative
Common concept: The common concept is a person standing in front of a building with a traffic cone. The positive examples all have this feature, while the negative examples do not.",
0713,B,negative,firefighters saving forest fires,0,Firefighters saving forest fires.,gemma3:latest,"Category: negative
Common concept: The images in the positive set all feature a large, well-defined, and symmetrical circular shape, often with a central point and radiating lines or components. The negative examples lack this key characteristic. The query image also lacks this defining circular symmetry and central point.",
0717,A,positive,fruit illustrations,0,Fruit illustrations.,gemma3:latest,"Category: positive
Common concept: Fruit arrangements in baskets.",
0717,B,negative,fruit illustrations,0,Fruit illustrations.,gemma3:latest,"Category: negative
Common concept: The negative examples all depict images of a dog wearing a Hawaiian shirt. The query image does not have this element.",
0206,A,negative,paper umbrellas,3,Colorful paper umbrellas.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a single, vibrant, large-scale floral pattern covering a large area, typically a wall or ceiling. The negative examples lack this single, dominant floral pattern, featuring elements like faces, tables, and other scenes. The query image also shows a scene with multiple elements, lacking a unified floral pattern.",
0206,B,negative,paper umbrellas,3,Colorful paper umbrellas.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict scenes with vibrant, saturated colors, primarily reds, oranges, and yellows, conveying a sense of energy and excitement. The negative examples are grayscale and lack this vivid color palette, creating a muted and subdued effect.",
0718,A,negative,bouquet roses,0,A bouquet of roses.,gemma3:latest,"Category: negative
Common concept: The positive examples show various still-life arrangements featuring fruits (apples, oranges, pears) and other objects (cups, vases) set on a table or surface. The negative examples are portraits of people, including a child and an adult. The query image is a portrait of a person.",
0718,B,negative,bouquet roses,0,A bouquet of roses.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a single flower in a vase, while the negative examples show various arrangements of multiple flowers or other objects in vases, or without any vases at all. The query image also shows multiple flowers in a vase, therefore it is a negative example.",
0208,A,negative,variety colorful lollipops,0,A variety of colorful lollipops.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict images of smiling faces, while the negative examples show various distorted or unhappy faces. The query image shows a neutral face, not smiling.",
0208,B,negative,variety colorful lollipops,0,A variety of colorful lollipops.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict stylized, cartoon-like representations of animals (specifically, dogs), while the negative examples show various abstract shapes and patterns. The query image shows a cartoon style image of a dog.",
0723,A,negative,flowers planted yard,0,Flowers planted in the yard.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a child sitting on a swing set. The negative examples lack this element. The query image does not contain a swing set, so it is a negative example.",
0723,B,negative,flowers planted yard,0,Flowers planted in the yard.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a child engaging in outdoor activities – specifically, a child sitting at a table with art supplies. The negative examples lack this element, showing various indoor scenes without a child or art-related activity. The query image shows a child sitting at a table with art supplies, so it shares the same concept.",
0218,A,negative,light-and-shadow diagram,0,A light-and-shadow diagram.,gemma3:latest,"Category: negative
Common concept: The image shows a person sitting at a table in a restaurant. The positive examples all depict similar scenes of people dining at tables in restaurants, while the negative examples show scenes that deviate from this concept (e.g., people walking, a street scene, an empty table). The query image does not show a person dining at a table in a restaurant, thus it is a negative example.",
0218,B,negative,light-and-shadow diagram,0,A light-and-shadow diagram.,gemma3:latest,"Category: negative
Common concept: The common concept is a red triangle. All positive images contain a red triangle. The negative examples lack this feature.",
0732,A,positive,man cuts meat cutting board,4,A man cuts meat on a cutting board.,gemma3:latest,"Category: positive
Common concept: The images all depict a person holding a knife and chopping vegetables.",
0732,B,negative,man cuts meat cutting board,4,A man cuts meat on a cutting board.,gemma3:latest,"Category: negative
Common concept: The images in the positive row all depict close-up shots of fresh, vibrant green salads with various toppings and dressings. The negative examples show images of wilted, brown, or otherwise unappealing salads. The query image shows a salad that is significantly wilted and browning, lacking the fresh, vibrant appearance of the positive examples.",
0223,A,negative,animal dolls,0,Animal dolls.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a cat sitting on a couch, while the negative examples show cats in various other poses and environments (e.g., standing, lying down, outdoors). The query image shows a cat sitting on a couch, thus it belongs to the positive category.",
0223,B,negative,animal dolls,0,Animal dolls.,gemma3:latest,"Category: negative
Common concept: The common concept is a picture of a dog wearing a hat. The negative examples do not have a dog or a hat.",
0225,A,negative,tomato dishes,2,Tomato dishes.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a cat sitting in a comfortable, relaxed posture, often with a toy or blanket. The negative examples depict cats in various stressful or uncomfortable positions – stretched out awkwardly, in a box, or with a startled expression. The query image shows a cat in a tense, upright position with wide eyes, mirroring the negative examples.",
0225,B,negative,tomato dishes,2,Tomato dishes.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a single, brightly colored, cartoon-style fruit (likely a strawberry or cherry) with a simplified, cheerful design. The negative examples feature fruits with complex patterns, shading, and a more realistic style, deviating from this simple, stylized depiction. The query image also features a realistic, shaded strawberry, therefore it belongs to the negative category.",
0226,A,negative,forklift working,0,A forklift is working.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a forklift moving a large, rectangular object (presumably a pallet of goods) across a concrete floor. The negative examples all show either a forklift moving an object on a different surface (grass, sand, or a brightly colored floor) or with the object being significantly different in shape or size (e.g., a single box or an oddly shaped object). The query image shows a forklift moving a large, rectangular object across a concrete floor, thus it does *not* fit the negative concept.",
0226,B,negative,forklift working,0,A forklift is working.,gemma3:latest,"Category: negative
Common concept: The positive examples all show a forklift with a load securely attached to its forks. The query image shows a forklift with no load attached to its forks.",
0738,A,negative,seal lounging penguin colony,0,A seal lounging in the penguin colony.,gemma3:latest,"Category: negative
Common concept: The positive examples all have a prominent, large, and brightly colored (typically red or pink) sphere in the center of the image. The query image does not have this feature.",
0738,B,negative,seal lounging penguin colony,0,A seal lounging in the penguin colony.,gemma3:latest,"Category: negative
Common concept: The negative examples all contain a blurred or distorted version of a dog face, while the positive examples have a clear and recognizable dog face.",
0228,A,positive,wooden cross,3,Wooden cross.,gemma3:latest,"Category: positive
Common concept: The common concept is ""wooden chair"" or ""chair with a back"". All positive examples depict a chair with a distinct back support, while the negative examples lack this feature or have a significantly different structure.",
0228,B,negative,wooden cross,3,Wooden cross.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a single, upright wooden chair, while the negative examples feature multiple chairs, chairs with people sitting on them, or chairs in different orientations. The query image also shows multiple chairs.",
0739,A,negative,bunch flowers yellow stamens,3,A bunch of flowers with yellow stamens.,gemma3:latest,"Category: negative
Common concept: The positive images all depict a vase with a single flower, while the negative images all show vases with multiple flowers or no flowers at all.",
0739,B,negative,bunch flowers yellow stamens,3,A bunch of flowers with yellow stamens.,gemma3:latest,"Category: negative
Common concept: The images show a table setting with a vase of flowers. The query image lacks this setting, specifically the vase and the arrangement of flowers, which are present in the positive examples.",
0745,A,negative,cartoon unicorn,0,Cartoon unicorn.,gemma3:latest,"Category: negative
Common concept: The negative examples all depict images of cats with closed eyes, while the query image shows a cat with open eyes.",
0745,B,negative,cartoon unicorn,0,Cartoon unicorn.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict images of cats, while the negative examples depict images of dogs. The query image is a dog.",
0748,A,positive,wheelbarrow in grass,0,A wheelbarrow in the grass.,gemma3:latest,"Category: positive
Common concept: Construction equipment (specifically, excavators and bulldozers) operating on a construction site. The images show various pieces of heavy machinery in the context of a building project.",
0748,B,positive,wheelbarrow in grass,0,A wheelbarrow in the grass.,gemma3:latest,"Category: positive
Common concept: Images depicting a wheelbarrow, specifically those showcasing its use or presence as a utilitarian tool.",
0241,A,negative,painting spooky human head,0,A painting of a spooky human head.,gemma3:latest,"Category: negative
Common concept: The common concept is a large, brightly colored, stylized eye surrounded by a solid, dark background. The positive examples all have this, while the negative examples lack the prominent eye and background.",
0241,B,negative,painting spooky human head,0,A painting of a spooky human head.,gemma3:latest,"Category: negative
Common concept: The common concept is the presence of a single, distinct, brightly colored flower (typically red or pink) in the center of the image, with a focus on the flower's details and a blurred background. The negative examples lack this flower, or have a flower that is less prominent or differently colored.",
0753,A,negative,animals running,4,Animals are running.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a person running on a track, while the negative examples show various scenes with no runners. The query image is a picture of a person running.",
0753,B,negative,animals running,4,Animals are running.,gemma3:latest,"Category: negative
Common concept: The images in the top row all depict a running athlete with a distinctive bright colored tracksuit, while the images in the middle row do not. The query image also does not show an athlete in a tracksuit.",
0755,A,positive,seagull walking beach,0,A seagull walking on the beach.,gemma3:latest,"Category: positive
Common concept: The positive images all depict a white bird (likely a swan) standing in water, with reflections visible on the surface of the water. The negative examples show variations of this scene, such as different backgrounds, different animals, or altered reflections.",
0755,B,negative,seagull walking beach,0,A seagull walking on the beach.,gemma3:latest,"Category: negative
Common concept: The positive examples all show images of a gray cat, while the negative examples show a gray cat with a red collar. The query image shows a gray cat with a red collar.",
0757,A,negative,animals in meadow,0,Animals in the meadow.,gemma3:latest,"Category: negative
Common concept: The positive examples all show images of a fluffy, white animal (presumably a sheep) with a prominent, dark patch around its eye. The negative examples lack this eye patch. The query image also lacks this eye patch.",
0757,B,negative,animals in meadow,0,Animals in the meadow.,gemma3:latest,"Category: negative
Common concept: The positive examples all contain a distinct, bright, circular shape (likely a star) within a dark background. The negative examples lack this star shape. The query image also lacks this star shape.",
0247,A,negative,small river filled reeds,0,Small river filled with reeds.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a single, weathered wooden dock extending into the water. The negative examples lack this dock or have a significantly different scene.",
0247,B,negative,small river filled reeds,0,Small river filled with reeds.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a wooden dock or pier extending into a body of water (lake or river). The negative examples do not show this feature. The query image also lacks a dock or pier.",
0761,A,negative,multi layer cake,0,Multi layer cake.,gemma3:latest,"Category: Negative
Common concept: The negative examples all feature a blurred or out-of-focus image, while the positive examples are sharply focused and clear. The query image also contains a blurred and unfocused image.",
0761,B,negative,multi layer cake,0,Multi layer cake.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a cake with a vibrant, swirling, colorful frosting pattern (like rainbow or marble), while the negative examples show cakes with simple, solid-colored frosting, typically white or vanilla. The query image has a plain, solid white frosting, which is a characteristic of the negative examples.",
0252,A,negative,horses on grassland,0,Horses on the grassland.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a person riding a horse. The negative examples show various unrelated scenes – a landscape, an indoor shot of a person, and an abstract image. The query image is a landscape, therefore it does not share the common concept of a person riding a horse.",
0252,B,negative,horses on grassland,0,Horses on the grassland.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a person riding a bicycle, while the negative examples show various other activities and objects. The query image shows a person standing with a surfboard, which does not fit the theme of bicycle riding.",
0764,A,negative,dim light lamp,0,The dim light of a lamp.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a single, bright light source illuminating a dark space, creating a strong contrast and highlighting a particular object or area. The negative examples depict scenarios lacking this strong illumination, often with multiple light sources, dim lighting, or no discernible light source. The query image shows a dark room with a single, subdued light source, therefore it is a negative example.",
0764,B,negative,dim light lamp,0,The dim light of a lamp.,gemma3:latest,"Category: negative
Common concept: The positive examples all depict a scene with a single chair and a lamp. The negative examples have additional elements that disrupt this simple composition – for instance, multiple chairs, people, or different lighting arrangements. The query image also contains multiple chairs and a person, therefore it is a negative example.",
0766,A,positive,non-array patterns,5,Non-array patterns.,gemma3:latest,"Category: positive
Common concept: The positive examples all depict a single, isolated, vibrant red square against a predominantly white background. The key feature is the sharp, distinct boundary between the red square and the white space.  The negative examples all share similar layouts but with additional elements disrupting this isolated square, like multiple squares, distorted shapes, or color variations.",
0766,B,positive,non-array patterns,5,Non-array patterns.,gemma3:latest,"Category: positive
Common concept: The common concept is a fluffy, rounded, and blob-like object with a soft, undefined shape. The positive examples all feature this characteristic, while the negative examples lack this defining feature.",
0769,A,negative,silhouette tree branches,0,A silhouette of tree branches.,gemma3:latest,"Category: negative
Common concept: The image depicts a lone, dark figure standing against a brightly colored, chaotic cityscape at night. The negative examples share the characteristic of a dark figure juxtaposed with a vibrant, overwhelming urban scene. The query image fits this pattern.",
0769,B,negative,silhouette tree branches,0,A silhouette of tree branches.,gemma3:latest,"Category: negative
Common concept: The image depicts a scene with a person skateboarding, suggesting a dynamic activity and movement. The negative examples show static or unrelated scenes, lacking this sense of movement and activity.",
0780,A,negative,portrait female,0,A portrait of a beautiful female.,gemma3:latest,"Category: negative
Common concept: The images in the top row all depict people sitting on benches outdoors. The query image does not contain this element.",
0780,B,positive,portrait female,0,A portrait of a beautiful female.,gemma3:latest,"Category: positive
Common concept: The common concept is **road scenes with cyclists**. All the positive images depict cyclists on roads, while the negative images show various scenes without cyclists. The query image also shows a cyclist on a road.",
0272,A,negative,dried curly leaves ground,0,Dried curly leaves on the ground.,gemma3:latest,"Category: negative
Common concept: The positive examples all feature a large, bright, and open flower arrangement, typically with a lot of greenery and a sense of freshness and beauty. The negative examples all feature dark, cluttered, and muted images – often depicting shadows, reflections, or indoor scenes that lack the vibrancy and openness of the positive images. The query image is a dark, blurry image of a reflection, lacking the open, bright floral arrangement.",
0272,B,negative,dried curly leaves ground,0,Dried curly leaves on the ground.,gemma3:latest,"Category: negative
Common concept: The positive images all depict a red rose in a vase, while the negative images depict various other floral arrangements, objects, and scenes, lacking the specific red rose in a vase.",
